"","ensembl_gene_id_version","mgi_id","mgi_symbol","chromosome_name","strand","start_position","end_position","description","gene_biotype"
"45609","ENSMUSG00000014074.18","MGI:1917488","Rnf168","16",1,32096277,32120252,"ring finger protein 168 [Source:MGI Symbol;Acc:MGI:1917488]","protein_coding"
"45611","ENSMUSG00000053774.10","MGI:2146388","Ubxn7","16",1,32151075,32212565,"UBX domain protein 7 [Source:MGI Symbol;Acc:MGI:2146388]","protein_coding"
"45612","ENSMUSG00000079625.3","MGI:3645933","Tm4sf19","16",1,32219324,32227045,"transmembrane 4 L six family member 19 [Source:MGI Symbol;Acc:MGI:3645933]","protein_coding"
"45614","ENSMUSG00000014075.16","MGI:1913311","Dynlt2b","16",1,32238520,32247917,"dynein light chain Tctex-type 2B [Source:MGI Symbol;Acc:MGI:1913311]","protein_coding"
"45615","ENSMUSG00000005615.16","MGI:88557","Pcyt1a","16",1,32249739,32293888,"phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]","protein_coding"
"45616","ENSMUSG00000035699.9","MGI:2146634","Slc51a","16",-1,32293322,32306697,"solute carrier family 51, alpha subunit [Source:MGI Symbol;Acc:MGI:2146634]","protein_coding"
"45617","ENSMUSG00000052363.9","MGI:2682948","Zdhhc19","16",1,32315083,32380784,"zinc finger, DHHC domain containing 19 [Source:MGI Symbol;Acc:MGI:2682948]","protein_coding"
"45619","ENSMUSG00000022811.18","MGI:1332234","Zfp148","16",1,33201206,33324733,"zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]","protein_coding"
"45620","ENSMUSG00000035506.17","MGI:2443672","Slc12a8","16",1,33337698,33484505,"solute carrier family 12 (potassium/chloride transporters), member 8 [Source:MGI Symbol;Acc:MGI:2443672]","protein_coding"
"45621","ENSMUSG00000075254.13","MGI:1924696","Heg1","16",1,33504740,33591946,"heart development protein with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:1924696]","protein_coding"
"45622","ENSMUSG00000022824.13","MGI:103190","Muc13","16",1,33614407,33640304,"mucin 13, epithelial transmembrane [Source:MGI Symbol;Acc:MGI:103190]","protein_coding"
"45624","ENSMUSG00000022817.16","MGI:96614","Itgb5","16",1,33650035,33769708,"integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]","protein_coding"
"45625","ENSMUSG00000022814.7","MGI:1298388","Umps","16",-1,33775152,33787408,"uridine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:1298388]","protein_coding"
"45627","ENSMUSG00000061751.17","MGI:2685385","Kalrn","16",-1,33789443,34393902,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]","protein_coding"
"45629","ENSMUSG00000022832.12","MGI:1923628","Ropn1","16",1,34470291,34498988,"ropporin, rhophilin associated protein 1 [Source:MGI Symbol;Acc:MGI:1923628]","protein_coding"
"45630","ENSMUSG00000022833.8","MGI:2443448","Ccdc14","16",1,34510986,34545572,"coiled-coil domain containing 14 [Source:MGI Symbol;Acc:MGI:2443448]","protein_coding"
"45631","ENSMUSG00000022836.12","MGI:894806","Mylk","16",1,34565580,34822790,"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]","protein_coding"
"45632","ENSMUSG00000035376.11","MGI:1918007","Hacd2","16",1,34842798,34929547,"3-hydroxyacyl-CoA dehydratase 2 [Source:MGI Symbol;Acc:MGI:1918007]","protein_coding"
"45633","ENSMUSG00000022840.10","MGI:99673","Adcy5","16",1,34975247,35126108,"adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673]","protein_coding"
"45636","ENSMUSG00000034473.15","MGI:2447876","Sec22a","16",-1,35131501,35184288,"SEC22 homolog A, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:2447876]","protein_coding"
"45640","ENSMUSG00000022844.9","MGI:1919849","Pdia5","16",-1,35217682,35311243,"protein disulfide isomerase associated 5 [Source:MGI Symbol;Acc:MGI:1919849]","protein_coding"
"45642","ENSMUSG00000052133.17","MGI:107555","Sema5b","16",1,35361515,35485102,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]","protein_coding"
"45644","ENSMUSG00000022905.13","MGI:103560","Kpna1","16",1,35799120,35857501,"karyopherin subunit alpha 1 [Source:MGI Symbol;Acc:MGI:103560]","protein_coding"
"45645","ENSMUSG00000034379.10","MGI:1916794","Wdr5b","16",1,35861560,35864298,"WD repeat domain 5B [Source:MGI Symbol;Acc:MGI:1916794]","protein_coding"
"45646","ENSMUSG00000003955.9","MGI:1917436","Fam162a","16",-1,35864131,35891964,"family with sequence similarity 162, member A [Source:MGI Symbol;Acc:MGI:1917436]","protein_coding"
"45647","ENSMUSG00000075229.12","MGI:2146423","Mix23","16",1,35892055,35912490,"mitochondrial matrix import factor 23 [Source:MGI Symbol;Acc:MGI:2146423]","protein_coding"
"45648","ENSMUSG00000034362.8","MGI:3524930","Csta1","16",-1,35940316,35951611,"cystatin A1 [Source:MGI Symbol;Acc:MGI:3524930]","protein_coding"
"45651","ENSMUSG00000059657.6","MGI:3524944","Stfa2l1","16",1,35977181,35982323,"stefin A2 like 1 [Source:MGI Symbol;Acc:MGI:3524944]","protein_coding"
"45653","ENSMUSG00000079597.3","MGI:3645124","Cstdc4","16",1,36004582,36008481,"cystatin domain containing 4 [Source:MGI Symbol;Acc:MGI:3645124]","protein_coding"
"45656","ENSMUSG00000094733.2","MGI:3644688","Csta3","16",1,36030773,36038158,"cystatin A family member 3 [Source:MGI Symbol;Acc:MGI:3644688]","protein_coding"
"45658","ENSMUSG00000095620.8","MGI:1924020","Csta2","16",1,36041838,36077810,"cystatin A family member 2 [Source:MGI Symbol;Acc:MGI:1924020]","protein_coding"
"45660","ENSMUSG00000071562.7","MGI:106198","Stfa1","16",1,36097313,36105735,"stefin A1 [Source:MGI Symbol;Acc:MGI:106198]","protein_coding"
"45665","ENSMUSG00000079594.3","MGI:3696881","Cstdc6","16",-1,36142027,36154694,"cystatin domain containing 6 [Source:MGI Symbol;Acc:MGI:3696881]","protein_coding"
"45667","ENSMUSG00000071561.3","MGI:3696883","Cstdc5","16",-1,36179744,36188110,"cystatin domain containing 5 [Source:MGI Symbol;Acc:MGI:3696883]","protein_coding"
"45672","ENSMUSG00000022902.9","MGI:106197","Stfa2","16",-1,36224354,36228819,"stefin A2 [Source:MGI Symbol;Acc:MGI:106197]","protein_coding"
"45676","ENSMUSG00000054905.3","MGI:106196","Stfa3","16",-1,36270899,36275754,"stefin A3 [Source:MGI Symbol;Acc:MGI:106196]","protein_coding"
"45678","ENSMUSG00000051980.14","MGI:1351351","Casr","16",-1,36314058,36382503,"calcium-sensing receptor [Source:MGI Symbol;Acc:MGI:1351351]","protein_coding"
"45682","ENSMUSG00000022901.14","MGI:101773","Cd86","16",-1,36424231,36486443,"CD86 antigen [Source:MGI Symbol;Acc:MGI:101773]","protein_coding"
"45683","ENSMUSG00000022900.15","MGI:2146574","Ildr1","16",1,36514340,36547166,"immunoglobulin-like domain containing receptor 1 [Source:MGI Symbol;Acc:MGI:2146574]","protein_coding"
"45685","ENSMUSG00000022899.11","MGI:1890457","Slc15a2","16",-1,36570539,36605324,"solute carrier family 15 (H+/peptide transporter), member 2 [Source:MGI Symbol;Acc:MGI:1890457]","protein_coding"
"45688","ENSMUSG00000022838.15","MGI:2146616","Eaf2","16",-1,36613246,36695365,"ELL associated factor 2 [Source:MGI Symbol;Acc:MGI:2146616]","protein_coding"
"45689","ENSMUSG00000022837.15","MGI:2443764","Iqcb1","16",1,36648747,36693083,"IQ calmodulin-binding motif containing 1 [Source:MGI Symbol;Acc:MGI:2443764]","protein_coding"
"45692","ENSMUSG00000034243.18","MGI:1099447","Golgb1","16",1,36695502,36753447,"golgin B1 [Source:MGI Symbol;Acc:MGI:1099447]","protein_coding"
"45693","ENSMUSG00000005732.15","MGI:96269","Ranbp1","16",-1,18057648,18066596,"RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]","protein_coding"
"45696","ENSMUSG00000022721.20","MGI:96270","Trmt2a","16",1,18066543,18072636,"TRM2 tRNA methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96270]","protein_coding"
"45697","ENSMUSG00000022718.13","MGI:2151114","Dgcr8","16",-1,18071812,18107110,"DGCR8, microprocessor complex subunit [Source:MGI Symbol;Acc:MGI:2151114]","protein_coding"
"45700","ENSMUSG00000013539.15","MGI:101825","Tango2","16",-1,18118689,18165967,"transport and golgi organization 2 [Source:MGI Symbol;Acc:MGI:101825]","protein_coding"
"45704","ENSMUSG00000000326.14","MGI:88470","Comt","16",-1,18225636,18245602,"catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470]","protein_coding"
"45705","ENSMUSG00000075704.18","MGI:1347023","Txnrd2","16",1,18245134,18297823,"thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023]","protein_coding"
"45707","ENSMUSG00000118669.2","MGI:109620","Arvcf","16",1,18166046,18225826,"armadillo repeat gene deleted in velocardiofacial syndrome [Source:MGI Symbol;Acc:MGI:109620]","protein_coding"
"45708","ENSMUSG00000022797.17","MGI:98822","Tfrc","16",1,32427738,32451612,"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]","protein_coding"
"45710","ENSMUSG00000118672.1","MGI:2153525","Muc4","16",1,32555015,32602754,"mucin 4 [Source:MGI Symbol;Acc:MGI:2153525]","protein_coding"
"45711","ENSMUSG00000035638.15","MGI:2385039","Muc20","16",-1,32597793,32617805,"mucin 20 [Source:MGI Symbol;Acc:MGI:2385039]","protein_coding"
"45712","ENSMUSG00000094430.3","MGI:2685779","Smbd1","16",-1,32625130,32630847,"somatomedin B domain containing 1 [Source:MGI Symbol;Acc:MGI:2685779]","protein_coding"
"45713","ENSMUSG00000022800.15","MGI:1917955","Fyttd1","16",1,32697870,32729245,"forty-two-three domain containing 1 [Source:MGI Symbol;Acc:MGI:1917955]","protein_coding"
"45714","ENSMUSG00000059003.13","MGI:95820","Grin2a","16",-1,9385762,9813424,"glutamate receptor, ionotropic, NMDA2A (epsilon 1) [Source:MGI Symbol;Acc:MGI:95820]","protein_coding"
"45720","ENSMUSG00000035578.17","MGI:1916957","Iqcg","16",-1,32833053,32876588,"IQ motif containing G [Source:MGI Symbol;Acc:MGI:1916957]","protein_coding"
"45721","ENSMUSG00000060636.15","MGI:1928894","Rpl35a","16",1,32876823,32880559,"ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894]","protein_coding"
"45722","ENSMUSG00000022802.3","MGI:2444736","Lmln","16",1,32882891,32948065,"leishmanolysin-like (metallopeptidase M8 family) [Source:MGI Symbol;Acc:MGI:2444736]","protein_coding"
"45726","ENSMUSG00000022808.6","MGI:1916400","Snx4","16",1,33071812,33120639,"sorting nexin 4 [Source:MGI Symbol;Acc:MGI:1916400]","protein_coding"
"45733","ENSMUSG00000022684.16","MGI:1914368","Bfar","16",1,13489722,13521476,"bifunctional apoptosis regulator [Source:MGI Symbol;Acc:MGI:1914368]","protein_coding"
"45734","ENSMUSG00000022683.14","MGI:1347522","Pla2g10","16",-1,13532921,13548847,"phospholipase A2, group X [Source:MGI Symbol;Acc:MGI:1347522]","protein_coding"
"45739","ENSMUSG00000004366.5","MGI:98326","Sst","16",-1,23708323,23709708,"somatostatin [Source:MGI Symbol;Acc:MGI:98326]","protein_coding"
"45740","ENSMUSG00000047531.10","MGI:2685451","Rtp2","16",-1,23744298,23751144,"receptor transporter protein 2 [Source:MGI Symbol;Acc:MGI:2685451]","protein_coding"
"45741","ENSMUSG00000022508.6","MGI:107187","Bcl6","16",-1,23783802,23807602,"B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187]","protein_coding"
"45744","ENSMUSG00000023088.18","MGI:102676","Abcc1","16",1,14179422,14293601,"ATP-binding cassette, sub-family C member 1 [Source:MGI Symbol;Acc:MGI:102676]","protein_coding"
"45749","ENSMUSG00000022676.8","MGI:1096393","Snai2","16",1,14523716,14527249,"snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]","protein_coding"
"45750","ENSMUSG00000000884.18","MGI:1338057","Gnb1l","16",1,18317463,18385429,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]","protein_coding"
"45751","ENSMUSG00000009097.11","MGI:98493","Tbx1","16",-1,18399729,18409421,"T-box 1 [Source:MGI Symbol;Acc:MGI:98493]","protein_coding"
"45754","ENSMUSG00000041378.3","MGI:1276112","Cldn5","16",1,18595597,18597012,"claudin 5 [Source:MGI Symbol;Acc:MGI:1276112]","protein_coding"
"45755","ENSMUSG00000000028.16","MGI:1338073","Cdc45","16",-1,18599197,18630737,"cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]","protein_coding"
"45756","ENSMUSG00000050761.5","MGI:107852","Gp1bb","16",-1,18439067,18441153,"glycoprotein Ib, beta polypeptide [Source:MGI Symbol;Acc:MGI:107852]","protein_coding"
"45757","ENSMUSG00000072214.9","MGI:1195461","Septin5","16",-1,18439252,18448704,"septin 5 [Source:MGI Symbol;Acc:MGI:1195461]","protein_coding"
"45758","ENSMUSG00000038037.6","MGI:1354910","Socs1","16",-1,10600104,10603400,"suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]","protein_coding"
"45759","ENSMUSG00000043050.9","MGI:98785","Tnp2","16",-1,10605800,10606524,"transition protein 2 [Source:MGI Symbol;Acc:MGI:98785]","protein_coding"
"45760","ENSMUSG00000050058.7","MGI:106601","Prm3","16",-1,10608369,10608778,"protamine 3 [Source:MGI Symbol;Acc:MGI:106601]","protein_coding"
"45761","ENSMUSG00000038015.7","MGI:97766","Prm2","16",-1,10609244,10613998,"protamine 2 [Source:MGI Symbol;Acc:MGI:97766]","protein_coding"
"45762","ENSMUSG00000022501.7","MGI:97765","Prm1","16",-1,10614190,10623703,"protamine 1 [Source:MGI Symbol;Acc:MGI:97765]","protein_coding"
"45764","ENSMUSG00000037991.10","MGI:2685383","Rmi2","16",1,10652923,10710830,"RecQ mediated genome instability 2 [Source:MGI Symbol;Acc:MGI:2685383]","protein_coding"
"45766","ENSMUSG00000022500.16","MGI:1929512","Litaf","16",-1,10777139,10884021,"LPS-induced TN factor [Source:MGI Symbol;Acc:MGI:1929512]","protein_coding"
"45771","ENSMUSG00000037972.8","MGI:1276549","Snn","16",1,10878809,10892849,"stannin [Source:MGI Symbol;Acc:MGI:1276549]","protein_coding"
"45772","ENSMUSG00000022773.20","MGI:1913303","Ypel1","16",1,16887560,16904909,"yippee like 1 [Source:MGI Symbol;Acc:MGI:1913303]","protein_coding"
"45774","ENSMUSG00000022771.18","MGI:2447857","Ppil2","16",-1,16904419,16929121,"peptidylprolyl isomerase (cyclophilin)-like 2 [Source:MGI Symbol;Acc:MGI:2447857]","protein_coding"
"45779","ENSMUSG00000022769.10","MGI:2149842","Sdf2l1","16",-1,16948002,16950247,"stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]","protein_coding"
"45781","ENSMUSG00000022768.18","MGI:1924122","Ccdc116","16",-1,16956928,16965093,"coiled-coil domain containing 116 [Source:MGI Symbol;Acc:MGI:1924122]","protein_coding"
"45782","ENSMUSG00000041774.17","MGI:1916351","Ydjc","16",1,16962485,16978565,"YdjC homolog (bacterial) [Source:MGI Symbol;Acc:MGI:1916351]","protein_coding"
"45783","ENSMUSG00000038965.18","MGI:109240","Ube2l3","16",-1,16969877,17020513,"ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240]","protein_coding"
"45785","ENSMUSG00000071636.9","MGI:2685449","Rimbp3","16",1,17026467,17031846,"RIMS binding protein 3 [Source:MGI Symbol;Acc:MGI:2685449]","protein_coding"
"45786","ENSMUSG00000050240.17","MGI:1929869","Hic2","16",1,17051436,17081294,"hypermethylated in cancer 2 [Source:MGI Symbol;Acc:MGI:1929869]","protein_coding"
"45788","ENSMUSG00000055692.22","MGI:107238","Tmem191","16",1,17093941,17101093,"transmembrane protein 191 [Source:MGI Symbol;Acc:MGI:107238]","protein_coding"
"45789","ENSMUSG00000041720.15","MGI:2448506","Pi4ka","16",-1,17098215,17224178,"phosphatidylinositol 4-kinase alpha [Source:MGI Symbol;Acc:MGI:2448506]","protein_coding"
"45790","ENSMUSG00000022766.15","MGI:96051","Serpind1","16",1,17149235,17161439,"serine (or cysteine) peptidase inhibitor, clade D, member 1 [Source:MGI Symbol;Acc:MGI:96051]","protein_coding"
"45792","ENSMUSG00000022765.11","MGI:1914724","Snap29","16",1,17223850,17248691,"synaptosomal-associated protein 29 [Source:MGI Symbol;Acc:MGI:1914724]","protein_coding"
"45793","ENSMUSG00000006134.5","MGI:104686","Crkl","16",1,17269851,17305298,"v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:MGI Symbol;Acc:MGI:104686]","protein_coding"
"45795","ENSMUSG00000022763.19","MGI:1919418","Aifm3","16",1,17307475,17325349,"apoptosis-inducing factor, mitochondrion-associated 3 [Source:MGI Symbol;Acc:MGI:1919418]","protein_coding"
"45796","ENSMUSG00000022761.13","MGI:1914113","Lztr1","16",1,17326552,17344197,"leucine-zipper-like transcriptional regulator, 1 [Source:MGI Symbol;Acc:MGI:1914113]","protein_coding"
"45797","ENSMUSG00000022760.18","MGI:1916259","Thap7","16",-1,17345846,17349000,"THAP domain containing 7 [Source:MGI Symbol;Acc:MGI:1916259]","protein_coding"
"45798","ENSMUSG00000041215.17","MGI:2447762","Yeats2","16",1,19959813,20051323,"YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762]","protein_coding"
"45799","ENSMUSG00000041205.9","MGI:3607784","Map6d1","16",-1,20052053,20060108,"MAP6 domain containing 1 [Source:MGI Symbol;Acc:MGI:3607784]","protein_coding"
"45800","ENSMUSG00000033918.17","MGI:1277152","Parl","16",-1,20098568,20121137,"presenilin associated, rhomboid-like [Source:MGI Symbol;Acc:MGI:1277152]","protein_coding"
"45801","ENSMUSG00000022818.14","MGI:3644957","Cyp2ab1","16",-1,20127137,20144154,"cytochrome P450, family 2, subfamily ab, polypeptide 1 [Source:MGI Symbol;Acc:MGI:3644957]","protein_coding"
"45802","ENSMUSG00000022822.18","MGI:1351644","Abcc5","16",-1,20150053,20245144,"ATP-binding cassette, sub-family C member 5 [Source:MGI Symbol;Acc:MGI:1351644]","protein_coding"
"45805","ENSMUSG00000003235.14","MGI:2446176","Eif2b5","16",1,20317567,20328073,"eukaryotic translation initiation factor 2B, subunit 5 epsilon [Source:MGI Symbol;Acc:MGI:2446176]","protein_coding"
"45807","ENSMUSG00000003233.13","MGI:108100","Dvl3","16",1,20335732,20352760,"dishevelled segment polarity protein 3 [Source:MGI Symbol;Acc:MGI:108100]","protein_coding"
"45808","ENSMUSG00000022841.16","MGI:1298405","Ap2m1","16",1,20354228,20363659,"adaptor-related protein complex 2, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1298405]","protein_coding"
"45809","ENSMUSG00000003234.17","MGI:1351656","Abcf3","16",1,20367327,20380129,"ATP-binding cassette, sub-family F member 3 [Source:MGI Symbol;Acc:MGI:1351656]","protein_coding"
"45814","ENSMUSG00000046613.20","MGI:2681859","Vwa5b2","16",1,20408221,20424127,"von Willebrand factor A domain containing 5B2 [Source:MGI Symbol;Acc:MGI:2681859]","protein_coding"
"45817","ENSMUSG00000033809.16","MGI:1098592","Alg3","16",-1,20424124,20430485,"ALG3 alpha-1,3- mannosyltransferase [Source:MGI Symbol;Acc:MGI:1098592]","protein_coding"
"45818","ENSMUSG00000115219.3","MGI:5903914","Eef1akmt4","16",1,20430343,20437761,"EEF1A lysine methyltransferase 4 [Source:MGI Symbol;Acc:MGI:5903914]","protein_coding"
"45819","ENSMUSG00000115293.3","MGI:6121518","Eef1ece2","16",1,20430360,20464670,"Eef1akmt4-endothelin converting enzyme 2 readthrough [Source:MGI Symbol;Acc:MGI:6121518]","protein_coding"
"45820","ENSMUSG00000001655.7","MGI:99560","Hoxc13","15",1,102829538,102837249,"homeobox C13 [Source:MGI Symbol;Acc:MGI:99560]","protein_coding"
"45821","ENSMUSG00000050328.3","MGI:96194","Hoxc12","15",1,102845192,102847044,"homeobox C12 [Source:MGI Symbol;Acc:MGI:96194]","protein_coding"
"45826","ENSMUSG00000001656.4","MGI:96193","Hoxc11","15",1,102862862,102866143,"homeobox C11 [Source:MGI Symbol;Acc:MGI:96193]","protein_coding"
"45827","ENSMUSG00000022484.8","MGI:96192","Hoxc10","15",1,102875231,102880328,"homeobox C10 [Source:MGI Symbol;Acc:MGI:96192]","protein_coding"
"45828","ENSMUSG00000022485.4","MGI:96196","Hoxc5","15",1,102875878,102925861,"homeobox C5 [Source:MGI Symbol;Acc:MGI:96196]","protein_coding"
"45830","ENSMUSG00000036139.7","MGI:96199","Hoxc9","15",1,102884874,102893531,"homeobox C9 [Source:MGI Symbol;Acc:MGI:96199]","protein_coding"
"45831","ENSMUSG00000001657.8","MGI:96198","Hoxc8","15",1,102899039,102902543,"homeobox C8 [Source:MGI Symbol;Acc:MGI:96198]","protein_coding"
"45832","ENSMUSG00000051146.4","MGI:1920297","Camk2n2","16",-1,20437965,20440037,"calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:MGI Symbol;Acc:MGI:1920297]","protein_coding"
"45833","ENSMUSG00000022842.19","MGI:1101356","Ece2","16",1,20448578,20465235,"endothelin converting enzyme 2 [Source:MGI Symbol;Acc:MGI:1101356]","protein_coding"
"45834","ENSMUSG00000001661.6","MGI:96197","Hoxc6","15",1,102906689,102920313,"homeobox C6 [Source:MGI Symbol;Acc:MGI:96197]","protein_coding"
